iter	Passed	Remaining
1660	122233	245718
1661	122302	245635
1662	122373	245556
1663	122462	245513
1664	122533	245435
1665	122602	245353
1666	122665	245256
1667	122729	245163
1668	122791	245067
1669	122868	245001
1670	122950	244945
1671	123021	244866
1672	123101	244805
1673	123178	244737
1674	123245	244651
1675	123320	244579
1676	123401	244521
1677	123486	244471
1678	123553	244385
1679	123635	244327
1680	123701	244238
1681	123778	244171
1682	123846	244086
1683	123919	244011
1684	123996	243945
1685	124071	243874
1686	124142	243795
1687	124215	243721
1688	124288	243646
1689	124368	243585
1690	124431	243491
1691	124494	243396
1692	124564	243316
1693	124635	243237
1694	124707	243162
1695	124775	243077
1696	124854	243014
1697	124935	242955
1698	125005	242874
1699	125074	242792
1700	125150	242723
1701	125212	242626
1702	125286	242553
1703	125354	242470
1704	125429	242398
1705	125509	242337
1706	125571	242241
1707	125640	242160
1708	125713	242084
1709	125790	242018
1710	125868	241952
1711	125945	241886
1712	126013	241802
1713	126088	241731
1714	126155	241645
1715	126236	241586
1716	126315	241522
1717	126386	241443
1718	126461	241373
1719	126528	241286
1720	126593	241197
1721	126663	241116
1722	126728	241026
1723	126801	240952
1724	126869	240869
1725	126954	240815
1726	127027	240742
1727	127108	240681
1728	127177	240600
1729	127244	240514
1730	127314	240434
1731	127376	240338
1732	127440	240246
1733	127523	240191
1734	127589	240103
1735	127669	240042
1736	127746	239974
1737	127823	239908
1738	127902	239843
1739	127974	239767
1740	128053	239705
1741	128123	239625
1742	128200	239556
1743	128269	239475
1744	128365	239444
1745	128433	239360
1746	128514	239299
1747	128586	239224
1748	128657	239145
1749	128731	239073
1750	128809	239006
1751	128893	238953
1752	128963	238873
1753	129042	238809
1754	129111	238727
1755	129188	238660
1756	129267	238597
1757	129346	238533
1758	129413	238447
1759	129493	238385
1760	129568	238314
1761	129635	238228
1762	129702	238143
1763	129769	238057
1764	129850	237997
1765	129915	237908
1766	129992	237841
1767	130071	237777
1768	130145	237705
1769	130218	237631
1770	130284	237543
1771	130369	237490
1772	130437	237405
1773	130506	237324
1774	130586	237263
1775	130661	237192
1776	130734	237118
1777	130806	237040
1778	130870	236950
1779	130952	236891
1780	131022	236811
1781	131092	236731
1782	131175	236675
1783	131250	236603
1784	131333	236548
1785	131409	236478
1786	131491	236419
1787	131563	236343
1788	131635	236267
1789	131709	236193
1790	131786	236125
1791	131875	236080
1792	131959	236026
1793	132036	235958
1794	132114	235891
1795	132191	235825
1796	132270	235761
1797	132333	235668
1798	132411	235602
1799	132488	235535
1800	132569	235473
1801	132645	235405
1802	132726	235344
1803	132800	235271
1804	132880	235209
1805	132960	235147
1806	133024	235056
1807	133093	234974
1808	133168	234902
1809	133239	234826
1810	133319	234762
1811	133389	234683
1812	133467	234617
1813	133541	234544
1814	133630	234497
1815	133715	234444
1816	133807	234403
1817	133898	234358
1818	133989	234315
1819	134067	234250
1820	134161	234211
1821	134241	234148
1822	134328	234098
1823	134412	234042
1824	134493	233982
1825	134564	233903
1826	134637	233828
1827	134715	233761
1828	134788	233686
1829	134870	233627
1830	134948	233562
1831	135034	233508
1832	135109	233438
1833	135179	233358
1834	135255	233288
1835	135331	233217
1836	135399	233135
1837	135463	233044
1838	135532	232962
1839	135607	232890
1840	135677	232811
1841	135752	232739
1842	135816	232648
1843	135896	232586
1844	135963	232500
1845	136031	232417
1846	136098	232332
1847	136166	232249
1848	136231	232160
1849	136304	232086
1850	136382	232020
1851	136446	231930
1852	136529	231870
1853	136590	231777
1854	136660	231696
1855	136733	231621
1856	136809	231552
1857	136891	231492
1858	136964	231417
1859	137044	231353
1860	137117	231279
1861	137199	231219
1862	137266	231135
1863	137339	231061
1864	137403	230970
1865	137462	230871
1866	137539	230803
1867	137620	230743
1868	137700	230679
1869	137774	230607
1870	137868	230566
1871	137952	230510
1872	138022	230431
1873	138099	230361
1874	138167	230279
1875	138247	230216
1876	138312	230127
1877	138378	230041
1878	138457	229976
1879	138535	229910
1880	138613	229843
1881	138687	229769
1882	138758	229692
1883	138832	229618
1884	138910	229552
1885	138983	229477
1886	139052	229395
1887	139127	229323
1888	139191	229235
1889	139267	229164
1890	139333	229078
1891	139408	229007
1892	139492	228950
1893	139574	228890
1894	139658	228832
1895	139731	228759
1896	139807	228689
1897	139881	228615
1898	139962	228553
1899	140035	228479
1900	140108	228403
1901	140187	228339
1902	140259	228261
1903	140333	228190
1904	140423	228141
1905	140486	228050
1906	140551	227962
1907	140625	227890
1908	140700	227817
1909	140767	227733
1910	140836	227652
1911	140904	227569
1912	140975	227492
1913	141045	227411
1914	141111	227325
1915	141175	227236
1916	141248	227161
1917	141320	227085
1918	141387	227000
1919	141454	226916
1920	141533	226851
1921	141604	226773
1922	141669	226685
1923	141741	226609
1924	141814	226534
1925	141889	226463
1926	141965	226393
1927	142043	226327
1928	142123	226263
1929	142207	226205
1930	142277	226125
1931	142365	226075
1932	142429	225986
1933	142496	225902
1934	142566	225822
1935	142642	225751
1936	142717	225680
1937	142794	225612
1938	142878	225555
1939	142958	225490
1940	143024	225405
1941	143100	225334
1942	143162	225242
1943	143227	225155
1944	143305	225089
1945	143376	225010
1946	143460	224953
1947	143548	224901
1948	143629	224840
1949	143713	224782
1950	143792	224716
1951	143868	224647
1952	143950	224586
1953	144032	224525
1954	144108	224455
1955	144188	224391
1956	144267	224325
1957	144339	224248
1958	144422	224190
1959	144489	224106
1960	144565	224035
1961	144635	223956
1962	144704	223875
1963	144781	223806
1964	144862	223744
1965	144939	223675
1966	145016	223606
1967	145094	223539
1968	145173	223474
1969	145247	223401
1970	145319	223325
1971	145386	223240
1972	145463	223171
1973	145537	223098
1974	145617	223033
1975	145697	222969
1976	145781	222912
1977	145848	222828
1978	145923	222756
1979	145987	222667
1980	146055	222585
1981	146115	222491
1982	146188	222415
1983	146260	222338
1984	146327	222256
1985	146398	222177
1986	146482	222119
1987	146559	222050
1988	146619	221955
1989	146691	221880
1990	146760	221798
1991	146832	221723
1992	146912	221659
1993	146998	221603
1994	147073	221531
1995	147149	221461
1996	147212	221371
1997	147287	221300
1998	147370	221239
1999	147448	221172
2000	147520	221096
2001	147586	221010
2002	147651	220924
2003	147725	220851
2004	147813	220798
2005	147883	220719
2006	147966	220658
2007	148044	220592
2008	148106	220501
2009	148177	220422
2010	148247	220343
2011	148327	220279
2012	148405	220212
2013	148481	220141
2014	148555	220069
2015	148627	219992
2016	148710	219931
2017	148792	219871
2018	148873	219807
2019	148948	219735
2020	149029	219673
2021	149093	219585
2022	149159	219499
2023	149239	219435
2024	149313	219361
2025	149375	219271
2026	149439	219183
2027	149507	219100
2028	149568	219007
2029	149632	218920
2030	149706	218846
2031	149792	218790
2032	149859	218707
2033	149945	218652
2034	150014	218572
2035	150077	218481
2036	150161	218423
2037	150234	218348
2038	150320	218293
2039	150406	218237
2040	150485	218171
2041	150566	218107
2042	150648	218045
2043	150718	217966
2044	150804	217911
2045	150867	217821
2046	150934	217737
2047	151007	217663
2048	151074	217579
2049	151146	217503
2050	151222	217432
2051	151293	217355
2052	151368	217283
2053	151448	217218
2054	151526	217150
2055	151608	217088
2056	151681	217014
2057	151748	216930
2058	151850	216897
2059	151933	216837
2060	151999	216752
2061	152075	216681
2062	152147	216605
2063	152222	216533
2064	152301	216467
2065	152389	216414
2066	152471	216352
2067	152535	216264
2068	152604	216183
2069	152674	216104
2070	152735	216012
2071	152813	215944
2072	152887	215871
2073	152963	215801
2074	153048	215742
2075	153112	215655
2076	153181	215574
2077	153257	215504
2078	153333	215433
2079	153405	215357
2080	153488	215296
2081	153566	215229
2082	153636	215150
2083	153725	215097
2084	153805	215032
2085	153877	214956
2086	153950	214880
2087	154015	214795
2088	154100	214737
2089	154180	214672
2090	154256	214601
2091	154336	214536
2092	154401	214449
2093	154479	214382
2094	154558	214316
2095	154633	214243
2096	154707	214170
2097	154792	214111
2098	154870	214044
2099	154939	213963
2100	155010	213886
2101	155090	213821
2102	155164	213748
2103	155236	213672
2104	155302	213586
2105	155372	213508
2106	155441	213427
2107	155529	213372
2108	155612	213312
2109	155691	213245
2110	155768	213176
2111	155849	213111
2112	155919	213033
2113	155987	212951
2114	156069	212888
2115	156157	212835
2116	156237	212769
2117	156322	212710
2118	156400	212642
2119	156478	212574
2120	156551	212499
2121	156623	212422
2122	156703	212357
2123	156779	212286
2124	156860	212222
2125	156928	212141
2126	157000	212065
2127	157068	211983
2128	157151	211921
2129	157227	211850
2130	157298	211773
2131	157366	211692
2132	157433	211609
2133	157505	211532
2134	157587	211469
2135	157660	211395
2136	157731	211316
2137	157797	211233
2138	157867	211154
2139	157934	211071
2140	158007	210996
2141	158074	210914
2142	158143	210833
2143	158216	210758
2144	158293	210689
2145	158374	210624
2146	158459	210566
2147	158532	210491
2148	158593	210400
2149	158671	210331
2150	158747	210261
2151	158816	210180
2152	158891	210108
2153	158971	210043
2154	159054	209981
2155	159138	209921
2156	159214	209850
2157	159286	209774
2158	159363	209704
2159	159433	209625
2160	159507	209552
2161	159583	209481
2162	159656	209406
2163	159736	209340
2164	159825	209286
2165	159890	209201
2166	159964	209127
2167	160032	209045
2168	160112	208980
2169	160169	208884
2170	160241	208808
2171	160309	208726
2172	160372	208639
2173	160447	208567
2174	160523	208495
2175	160611	208440
2176	160686	208369
2177	160753	208285
2178	160823	208207
2179	160895	208131
2180	160980	208072
2181	161054	207997
2182	161122	207916
2183	161185	207829
2184	161263	207760
2185	161332	207680
2186	161418	207622
2187	161494	207550
2188	161565	207474
2189	161643	207406
2190	161730	207348
2191	161803	207273
2192	161867	207187
2193	161940	207111
2194	162005	207026
2195	162081	206956
2196	162142	206866
2197	162221	206798
2198	162298	206729
2199	162372	206655
2200	162460	206599
2201	162545	206540
2202	162630	206481
2203	162698	206399
2204	162791	206349
2205	162874	206287
2206	162940	206204
2207	163028	206148
2208	163112	206086
2209	163205	206037
2210	163287	205974
2211	163366	205907
2212	163449	205844
2213	163526	205774
2214	163599	205699
2215	163663	205613
2216	163725	205524
2217	163803	205455
2218	163877	205381
2219	163960	205319
2220	164037	205249
2221	164111	205176
2222	164192	205111
2223	164268	205039
2224	164345	204970
2225	164415	204891
2226	164485	204813
2227	164552	204730
2228	164634	204666
2229	164709	204594
2230	164791	204530
2231	164867	204459
2232	164945	204390
2233	165024	204322
2234	165103	204255
2235	165177	204181
2236	165243	204098
2237	165322	204030
2238	165403	203965
2239	165480	203895
2240	165551	203818
2241	165625	203744
2242	165707	203680
2243	165784	203611
2244	165865	203545
2245	165940	203473
2246	166015	203400
2247	166079	203314
2248	166154	203241
2249	166234	203175
2250	166302	203094
2251	166386	203032
2252	166458	202956
2253	166549	202903
2254	166623	202829
2255	166694	202752
2256	166770	202680
2257	166840	202602
2258	166917	202532
2259	166991	202458
2260	167072	202393
2261	167139	202311
2262	167211	202234
2263	167292	202169
2264	167370	202100
2265	167446	202029
2266	167518	201952
2267	167592	201879
2268	167670	201810
2269	167741	201733
2270	167817	201661
2271	167888	201585
2272	167955	201502
2273	168030	201429
2274	168104	201356
2275	168175	201279
2276	168262	201219
2277	168338	201148
2278	168417	201081
2279	168481	200995
2280	168552	200917
2281	168630	200849
2282	168711	200783
2283	168786	200710
2284	168855	200630
2285	168939	200569
2286	169011	200493
2287	169078	200411
2288	169152	200337
2289	169224	200261
2290	169297	200186
2291	169368	200108
2292	169437	200029
2293	169510	199954
2294	169590	199888
2295	169657	199806
2296	169727	199727
2297	169804	199657
2298	169881	199586
2299	169964	199523
2300	170039	199450
2301	170105	199367
2302	170172	199286
2303	170251	199217
2304	170322	199140
2305	170403	199075
2306	170495	199021
2307	170576	198956
2308	170639	198869
2309	170707	198788
2310	170770	198702
2311	170845	198630
2312	170911	198546
2313	170981	198469
2314	171068	198410
2315	171150	198344
2316	171222	198269
2317	171300	198200
2318	171367	198118
2319	171439	198042
2320	171518	197974
2321	171580	197886
2322	171654	197812
2323	171734	197746
2324	171811	197676
2325	171895	197613
2326	171968	197538
2327	172038	197460
2328	172128	197404
2329	172198	197326
2330	172262	197241
2331	172331	197161
2332	172406	197088
2333	172474	197007
2334	172556	196943
2335	172633	196872
2336	172711	196804
2337	172780	196724
2338	172851	196646
2339	172927	196576
2340	173012	196514
2341	173094	196449
2342	173164	196371
2343	173233	196292
2344	173298	196208
2345	173367	196128
2346	173431	196043
2347	173500	195964
2348	173576	195892
2349	173655	195824
2350	173723	195744
2351	173793	195665
2352	173866	195590
2353	173939	195516
2354	174020	195449
2355	174104	195387
2356	174176	195310
2357	174250	195237
2358	174327	195166
2359	174394	195085
2360	174465	195008
2361	174544	194940
2362	174625	194874
2363	174703	194804
2364	174778	194732
2365	174856	194662
2366	174921	194578
2367	174997	194506
2368	175096	194461
2369	175161	194377
2370	175227	194294
2371	175302	194222
2372	175375	194147
2373	175462	194087
2374	175543	194022
2375	175621	193952
2376	175698	193881
2377	175766	193800
2378	175841	193728
2379	175920	193660
2380	175999	193592
2381	176069	193514
2382	176146	193443
2383	176224	193373
2384	176292	193293
2385	176374	193227
2386	176457	193164
2387	176527	193086
2388	176602	193013
2389	176682	192945
2390	176757	192873
2391	176834	192802
2392	176919	192741
2393	176986	192659
2394	177075	192601
2395	177141	192518
2396	177211	192440
2397	177280	192361
2398	177367	192302
2399	177446	192233
2400	177517	192156
2401	177592	192083
2402	177664	192008
2403	177739	191935
2404	177809	191856
2405	177879	191778
2406	177946	191697
2407	178018	191620
2408	178083	191537
2409	178147	191453
2410	178218	191376
2411	178304	191315
2412	178382	191245
2413	178463	191179
2414	178534	191102
2415	178596	191015
2416	178677	190949
2417	178754	190878
2418	178832	190809
2419	178904	190733
2420	178968	190648
2421	179047	190579
2422	179120	190505
2423	179194	190430
2424	179274	190363
2425	179368	190311
2426	179446	190241
2427	179519	190166
2428	179596	190095
2429	179672	190023
2430	179740	189944
2431	179824	189880
2432	179905	189814
2433	179986	189747
2434	180063	189676
2435	180137	189603
2436	180205	189522
2437	180282	189451
2438	180345	189365
2439	180410	189282
2440	180478	189202
2441	180570	189148
2442	180642	189072
2443	180718	189000
2444	180789	188923
2445	180871	188858
2446	180941	188779
2447	181015	188705
2448	181095	188637
2449	181160	188554
2450	181239	188485
2451	181321	188420
2452	181396	188347
2453	181480	188284
2454	181559	188215
2455	181622	188130
2456	181694	188053
2457	181762	187974
2458	181828	187891
2459	181900	187815
2460	181962	187730
2461	182033	187652
2462	182113	187585
2463	182196	187519
2464	182266	187442
2465	182339	187367
2466	182413	187293
2467	182483	187216
2468	182556	187140
2469	182639	187075
2470	182721	187010
2471	182791	186931
2472	182867	186860
2473	182945	186791
2474	183022	186719
2475	183087	186636
2476	183157	186558
2477	183222	186475
2478	183305	186411
2479	183367	186325
2480	183429	186239
2481	183491	186153
2482	183580	186093
2483	183654	186019
2484	183731	185949
2485	183793	185863
2486	183878	185800
2487	183954	185729
2488	184025	185652
2489	184101	185579
2490	184175	185505
2491	184242	185425
2492	184314	185349
2493	184384	185272
2494	184457	185196
2495	184537	185129
2496	184619	185062
2497	184707	185003
2498	184795	184943
2499	184875	184875
2500	184955	184807
2501	185034	184738
2502	185108	184664
2503	185177	184585
2504	185258	184518
2505	185321	184434
2506	185401	184365
2507	185474	184291
2508	185549	184218
2509	185632	184153
2510	185693	184066
2511	185756	183981
2512	185829	183906
2513	185892	183822
2514	185962	183744
2515	186038	183672
2516	186106	183592
2517	186162	183501
2518	186246	183437
2519	186310	183352
2520	186378	183273
2521	186465	183212
2522	186531	183130
2523	186600	183052
2524	186685	182989
2525	186767	182922
2526	186839	182846
2527	186912	182771
2528	186998	182709
2529	187062	182626
2530	187137	182553
2531	187209	182477
2532	187282	182402
2533	187354	182326
2534	187441	182265
2535	187504	182181
2536	187574	182103
2537	187645	182026
2538	187734	181967
2539	187826	181910
2540	187893	181830
2541	187972	181761
2542	188044	181685
2543	188115	181608
2544	188199	181543
2545	188264	181461
2546	188329	181379
2547	188419	181320
2548	188499	181252
2549	188568	181173
2550	188646	181103
2551	188710	181019
2552	188777	180939
2553	188846	180860
2554	188936	180802
2555	189009	180727
2556	189094	180664
2557	189183	180604
2558	189250	180523
2559	189314	180440
2560	189382	180360
2561	189455	180285
2562	189524	180207
2563	189598	180132
2564	189675	180062
2565	189754	179993
2566	189826	179917
2567	189900	179843
2568	189969	179765
2569	190041	179689
2570	190110	179610
2571	190189	179541
2572	190262	179466
2573	190338	179394
2574	190401	179310
2575	190477	179237
2576	190560	179173
2577	190647	179110
2578	190717	179033
2579	190802	178969
2580	190880	178899
2581	190953	178824
2582	191017	178741
2583	191098	178673
2584	191177	178605
2585	191244	178524
2586	191309	178442
2587	191377	178362
2588	191453	178290
2589	191532	178221
2590	191594	178136
2591	191669	178062
2592	191741	177988
2593	191810	177908
2594	191876	177828
2595	191952	177755
2596	192019	177675
2597	192094	177601
2598	192174	177533
2599	192249	177461
2600	192327	177390
2601	192394	177310
2602	192459	177228
2603	192531	177152
2604	192611	177084
2605	192684	177009
2606	192745	176924
2607	192826	176856
2608	192917	176797
2609	193001	176733
2610	193067	176651
2611	193125	176563
2612	193199	176489
2613	193270	176412
2614	193344	176339
2615	193409	176256
2616	193486	176185
2617	193563	176114
2618	193635	176038
2619	193705	175961
2620	193782	175890
2621	193853	175813
2622	193930	175742
2623	194007	175671
2624	194073	175589
2625	194143	175512
2626	194232	175452
2627	194311	175382
2628	194392	175315
2629	194462	175238
2630	194523	175152
2631	194603	175083
2632	194675	175008
2633	194746	174931
2634	194823	174860
2635	194889	174779
2636	194967	174709
2637	195029	174625
2638	195106	174553
2639	195180	174479
2640	195251	174402
2641	195331	174334
2642	195401	174256
2643	195480	174187
2644	195552	174111
2645	195628	174040
2646	195716	173978
2647	195796	173909
2648	195867	173833
2649	195939	173758
2650	196006	173677
2651	196089	173611
2652	196158	173533
2653	196221	173449
2654	196293	173374
2655	196380	173311
2656	196465	173247
2657	196535	173170
2658	196619	173104
2659	196689	173028
2660	196754	172945
2661	196836	172878
2662	196906	172801
2663	196979	172726
2664	197066	172664
2665	197137	172587
2666	197209	172511
2667	197272	172428
2668	197332	172342
2669	197395	172259
2670	197471	172186
2671	197543	172111
2672	197615	172035
2673	197691	171963
2674	197758	171883
2675	197818	171797
2676	197901	171731
2677	197961	171645
2678	198032	171569
2679	198106	171495
2680	198178	171419
2681	198253	171346
2682	198356	171297
2683	198433	171226
2684	198499	171145
2685	198581	171078
2686	198659	171008
2687	198731	170932
2688	198802	170856
2689	198876	170782
2690	198948	170706
2691	199017	170628
2692	199089	170553
2693	199160	170477
2694	199245	170412
2695	199321	170339
2696	199406	170275
2697	199481	170202
2698	199547	170122
2699	199621	170048
2700	199696	169975
2701	199766	169897
2702	199837	169821
2703	199918	169753
2704	199988	169675
2705	200062	169602
2706	200136	169528
2707	200205	169450
2708	200286	169382
2709	200361	169308
2710	200435	169235
2711	200521	169171
2712	200589	169092
2713	200657	169013
2714	200724	168933
2715	200806	168866
2716	200884	168796
2717	200956	168720
2718	201034	168650
2719	201097	168566
2720	201166	168488
2721	201232	168408
2722	201314	168341
2723	201387	168266
2724	201461	168192
2725	201539	168121
2726	201607	168043
2727	201679	167967
2728	201745	167887
2729	201819	167813
2730	201896	167741
2731	201969	167666
2732	202039	167589
2733	202118	167520
2734	202177	167434
2735	202256	167364
2736	202333	167293
2737	202394	167208
2738	202476	167141
2739	202559	167074
2740	202637	167003
2741	202703	166923
2742	202780	166852
2743	202865	166787
2744	202945	166718
2745	203022	166647
2746	203095	166572
2747	203170	166498
2748	203243	166424
2749	203314	166347
2750	203380	166267
2751	203448	166189
2752	203529	166120
2753	203598	166042
2754	203675	165971
2755	203752	165899
2756	203817	165819
2757	203881	165737
2758	203961	165667
2759	204028	165588
2760	204095	165509
2761	204162	165429
2762	204240	165358
2763	204312	165283
2764	204395	165216
2765	204460	165135
2766	204525	165054
2767	204605	164985
2768	204691	164921
2769	204765	164847
2770	204843	164776
2771	204916	164701
2772	204983	164622
2773	205055	164546
2774	205130	164473
2775	205212	164406
2776	205288	164334
2777	205353	164253
2778	205424	164176
2779	205500	164104
2780	205566	164024
2781	205648	163957
2782	205724	163884
2783	205802	163814
2784	205870	163735
2785	205948	163664
2786	206030	163597
2787	206095	163516
2788	206174	163446
2789	206259	163381
2790	206325	163301
2791	206398	163226
2792	206468	163149
2793	206535	163069
2794	206607	162994
2795	206686	162924
2796	206758	162848
2797	206825	162769
2798	206893	162691
2799	206970	162619
2800	207041	162543
2801	207118	162471
2802	207192	162398
2803	207260	162319
2804	207342	162252
2805	207429	162187
2806	207498	162110
2807	207572	162036
2808	207663	161976
2809	207744	161907
2810	207825	161839
2811	207895	161762
2812	207964	161684
2813	208046	161616
2814	208114	161538
2815	208190	161466
2816	208272	161398
2817	208338	161318
2818	208411	161243
2819	208479	161165
2820	208554	161091
2821	208616	161008
2822	208692	160936
2823	208754	160853
2824	208828	160779
2825	208896	160700
2826	208976	160631
2827	209051	160558
2828	209121	160481
2829	209190	160403
2830	209264	160329
2831	209333	160252
2832	209409	160179
2833	209473	160098
2834	209554	160030
2835	209636	159962
2836	209718	159894
2837	209805	159830
2838	209889	159764
2839	209977	159701
2840	210044	159621
2841	210109	159541
2842	210184	159467
2843	210255	159392
2844	210333	159320
2845	210401	159242
2846	210468	159163
2847	210546	159092
2848	210617	159016
2849	210689	158941
2850	210769	158872
2851	210839	158795
2852	210919	158725
2853	210998	158655
2854	211072	158581
2855	211146	158507
2856	211217	158431
2857	211281	158350
2858	211348	158270
2859	211416	158193
2860	211482	158112
2861	211563	158043
2862	211633	157967
2863	211699	157887
2864	211774	157814
2865	211842	157735
2866	211915	157661
2867	211995	157592
2868	212081	157527
2869	212146	157446
2870	212221	157373
2871	212299	157302
2872	212378	157232
2873	212448	157155
2874	212510	157072
2875	212578	156994
2876	212659	156926
2877	212744	156860
2878	212821	156788
2879	212884	156706
2880	212973	156643
2881	213055	156576
2882	213134	156505
2883	213212	156434
2884	213285	156359
2885	213368	156292
2886	213444	156220
2887	213516	156144
2888	213578	156062
2889	213655	155990
2890	213715	155906
2891	213791	155834
2892	213875	155767
2893	213935	155683
2894	214005	155606
2895	214072	155527
2896	214158	155462
2897	214225	155383
2898	214298	155309
2899	214362	155227
2900	214439	155156
2901	214512	155081
2902	214598	155016
2903	214676	154945
2904	214752	154873
2905	214829	154801
2906	214901	154725
2907	214978	154654
2908	215061	154587
2909	215132	154511
2910	215221	154448
2911	215302	154379
2912	215369	154300
2913	215439	154223
2914	215513	154149
2915	215581	154071
2916	215660	154000
2917	215726	153921
2918	215800	153847
2919	215873	153773
2920	215946	153698
2921	216023	153626
2922	216087	153545
2923	216164	153473
2924	216244	153403
2925	216316	153328
2926	216389	153254
2927	216456	153175
2928	216533	153103
2929	216602	153026
2930	216668	152946
2931	216748	152876
2932	216828	152807
2933	216916	152743
2934	216980	152662
2935	217057	152591
2936	217136	152520
2937	217210	152446
2938	217287	152374
2939	217364	152302
2940	217437	152228
2941	217521	152161
2942	217602	152092
2943	217674	152017
2944	217750	151944
2945	217832	151876
2946	217910	151805
2947	217982	151729
2948	218051	151652
2949	218112	151569
2950	218190	151498
2951	218264	151424
2952	218349	151358
2953	218430	151289
2954	218499	151212
2955	218582	151144
2956	218660	151072
2957	218751	151010
2958	218816	150930
2959	218893	150859
2960	218970	150786
2961	219053	150719
2962	219120	150640
2963	219191	150564
2964	219270	150494
2965	219342	150419
2966	219412	150342
2967	219489	150270
2968	219576	150205
2969	219655	150135
2970	219722	150056
2971	219799	149984
2972	219870	149908
2973	219939	149831
2974	220022	149763
2975	220091	149685
2976	220166	149612
2977	220243	149541
2978	220314	149465
2979	220388	149391
2980	220463	149317
2981	220536	149242
2982	220609	149168
2983	220679	149091
2984	220751	149016
2985	220824	148942
2986	220890	148862
2987	220969	148792
2988	221044	148718
2989	221104	148635
2990	221179	148562
2991	221247	148484
2992	221307	148401
2993	221389	148332
2994	221461	148257
2995	221529	148179
2996	221602	148104
2997	221680	148033
2998	221748	147955
2999	221815	147877
3000	221896	147807
3001	221974	147736
3002	222063	147672
3003	222147	147605
3004	222231	147537
3005	222316	147471
3006	222381	147391
3007	222446	147311
3008	222511	147231
3009	222589	147160
3010	222669	147090
3011	222752	147022
3012	222830	146951
3013	222911	146882
3014	222993	146813
3015	223073	146743
3016	223153	146673
3017	223234	146604
3018	223310	146531
3019	223373	146450
3020	223452	146379
3021	223528	146307
3022	223600	146231
3023	223679	146160
3024	223744	146081
3025	223802	145996
3026	223865	145915
3027	223946	145846
3028	224022	145773
3029	224088	145694
3030	224165	145622
3031	224239	145548
3032	224321	145479
3033	224388	145401
3034	224460	145326
3035	224529	145249
3036	224604	145175
3037	224675	145100
3038	224754	145029
3039	224827	144954
3040	224893	144875
3041	224962	144798
3042	225031	144721
3043	225097	144642
3044	225169	144567
3045	225240	144491
3046	225314	144417
3047	225388	144343
3048	225471	144274
3049	225533	144193
3050	225600	144115
3051	225679	144044
3052	225770	143981
3053	225851	143911
3054	225927	143839
3055	226011	143771
3056	226090	143700
3057	226165	143627
3058	226233	143550
3059	226309	143477
3060	226379	143400
3061	226456	143329
3062	226536	143258
3063	226614	143187
3064	226683	143109
3065	226760	143038
3066	226834	142964
3067	226900	142885
3068	226974	142811
3069	227047	142736
3070	227120	142662
3071	227200	142591
3072	227266	142513
3073	227350	142445
3074	227419	142368
3075	227483	142288
3076	227542	142205
3077	227602	142121
3078	227679	142050
3079	227760	141980
3080	227834	141906
3081	227905	141830
3082	227981	141758
3083	228058	141685
3084	228132	141612
3085	228202	141535
3086	228279	141463
3087	228356	141391
3088	228418	141310
3089	228488	141233
3090	228565	141161
3091	228648	141093
3092	228735	141027
3093	228807	140952
3094	228878	140876
3095	228946	140798
3096	229016	140722
3097	229092	140650
3098	229169	140578
3099	229242	140503
3100	229312	140427
3101	229390	140355
3102	229471	140286
3103	229554	140217
3104	229623	140140
3105	229700	140068
3106	229781	139998
3107	229854	139924
3108	229928	139850
3109	230007	139779
3110	230090	139711
3111	230165	139637
3112	230243	139565
3113	230308	139486
3114	230400	139423
3115	230466	139344
3116	230539	139270
3117	230606	139192
3118	230665	139109
3119	230748	139040
3120	230815	138962
3121	230891	138889
3122	230958	138811
3123	231036	138740
3124	231113	138668
3125	231177	138588
3126	231257	138518
3127	231334	138445
3128	231414	138375
3129	231497	138306
3130	231574	138234
3131	231654	138164
3132	231719	138084
3133	231792	138010
3134	231865	137936
3135	231933	137858
3136	232008	137784
3137	232072	137705
3138	232150	137633
3139	232225	137560
3140	232305	137489
3141	232377	137414
3142	232452	137341
3143	232530	137269
3144	232600	137193
3145	232670	137117
3146	232748	137045
3147	232812	136965
3148	232888	136892
3149	232960	136818
3150	233032	136743
3151	233099	136664
3152	233174	136591
3153	233259	136524
3154	233326	136446
3155	233395	136369
3156	233467	136293
3157	233542	136220
3158	233616	136146
3159	233682	136068
3160	233758	135995
3161	233838	135925
3162	233917	135853
3163	233978	135772
3164	234054	135699
3165	234132	135628
3166	234210	135556
3167	234289	135485
3168	234367	135414
3169	234432	135334
3170	234507	135261
3171	234583	135188
3172	234640	135104
3173	234719	135033
3174	234797	134962
3175	234875	134890
3176	234941	134812
3177	235020	134741
3178	235079	134658
3179	235148	134581
3180	235221	134507
3181	235308	134440
3182	235387	134369
3183	235469	134300
3184	235531	134219
3185	235605	134145
3186	235670	134066
3187	235748	133995
3188	235821	133920
3189	235901	133849
3190	235973	133774
3191	236054	133704
3192	236127	133630
3193	236201	133556
3194	236278	133484
3195	236358	133413
3196	236429	133338
3197	236512	133269
3198	236584	133194
3199	236659	133121
3200	236735	133048
3201	236804	132971
3202	236888	132903
3203	236968	132832
3204	237045	132760
3205	237122	132687
3206	237205	132619
3207	237287	132549
3208	237358	132474
3209	237434	132401
3210	237511	132328
3211	237594	132260
3212	237663	132183
3213	237735	132107
