iter	RMSE
380	1.854949493
381	1.853716565
382	1.852448907
383	1.847183154
384	1.841191983
385	1.840032934
386	1.839045639
387	1.837677139
388	1.836603154
389	1.836054301
390	1.834457659
391	1.833391568
392	1.832147102
393	1.830000834
394	1.828896732
395	1.827967106
396	1.826123921
397	1.82442344
398	1.82242099
399	1.821370673
400	1.820321419
401	1.819100456
402	1.817899293
403	1.816915329
404	1.815915459
405	1.815190467
406	1.814513777
407	1.813528751
408	1.812122177
409	1.810674216
410	1.80922754
411	1.808081269
412	1.806752387
413	1.805805976
414	1.8048982
415	1.800365938
416	1.799126113
417	1.79817822
418	1.79726351
419	1.795384329
420	1.794130288
421	1.792918245
422	1.79182501
423	1.789394525
424	1.787057212
425	1.783386182
426	1.782430048
427	1.781600687
428	1.780608988
429	1.779558975
430	1.778959356
431	1.778013313
432	1.776884624
433	1.776266836
434	1.775082259
435	1.773445044
436	1.772109452
437	1.771077789
438	1.770155273
439	1.769106289
440	1.765927597
441	1.764455673
442	1.762979289
443	1.761034175
444	1.759784574
445	1.758699215
446	1.757299315
447	1.756764195
448	1.755094281
449	1.75407897
450	1.753159857
451	1.752193994
452	1.751362228
453	1.750470116
454	1.749407562
455	1.748414746
456	1.747677033
457	1.747139162
458	1.746710433
459	1.746005879
460	1.745274906
461	1.744454529
462	1.743685642
463	1.74305749
464	1.741831213
465	1.740743143
466	1.739909971
467	1.738984579
468	1.737687733
469	1.736579563
470	1.735206301
471	1.734291663
472	1.733239361
473	1.732560519
474	1.731643622
475	1.729231902
476	1.72788614
477	1.726558783
478	1.725730826
479	1.725082308
480	1.724252105
481	1.723298384
482	1.722493092
483	1.721880264
484	1.720477639
485	1.719510219
486	1.71867544
487	1.717624283
488	1.716886423
489	1.716220015
490	1.713060688
491	1.711984896
492	1.71092857
493	1.710007841
494	1.70918444
495	1.708509058
496	1.707454694
497	1.702664896
498	1.701777041
499	1.701100978
500	1.700505157
501	1.699594492
502	1.698700551
503	1.697547538
504	1.696724618
505	1.695536441
506	1.69449917
507	1.694200819
508	1.693661948
509	1.692761902
510	1.691423889
511	1.690455113
512	1.689692543
513	1.688709863
514	1.687794661
515	1.687336854
516	1.686307239
517	1.685775119
518	1.684473086
519	1.683632494
520	1.682799857
521	1.682023331
522	1.680955357
523	1.680217783
524	1.679477964
525	1.678344106
526	1.676813038
527	1.676006652
528	1.67491995
529	1.674040625
530	1.673210185
531	1.672610785
532	1.671809605
533	1.671041899
534	1.670151871
535	1.669298338
536	1.668721505
537	1.668198748
538	1.667254317
539	1.66610826
540	1.66509811
541	1.664280412
542	1.664002757
543	1.663271196
544	1.662826648
545	1.66237951
546	1.657397863
547	1.656607645
548	1.655972818
549	1.655400361
550	1.654427453
551	1.653713743
552	1.652316926
553	1.651471516
554	1.649144925
555	1.64849573
556	1.647791409
557	1.646818637
558	1.645592646
559	1.644824864
560	1.643907503
561	1.643158105
562	1.642453369
563	1.641867515
564	1.641070152
565	1.639779731
566	1.639101799
567	1.638297481
568	1.637501906
569	1.636748687
570	1.636220647
571	1.635117296
572	1.634312381
573	1.633257554
574	1.632457502
575	1.631472083
576	1.631112922
577	1.630124417
578	1.629128792
579	1.628597367
580	1.627951802
581	1.626880242
582	1.626137963
583	1.625529907
584	1.624941789
585	1.624181493
586	1.623446774
587	1.622772982
588	1.621904301
589	1.619451356
590	1.618580858
591	1.617851145
592	1.616880706
593	1.616274237
594	1.614942016
595	1.614427634
596	1.613582402
597	1.610046646
598	1.609461462
599	1.608907668
600	1.608221771
601	1.605214683
602	1.603995169
603	1.603398042
604	1.602877412
605	1.602039134
606	1.601146051
607	1.600573438
608	1.600046997
609	1.599024629
610	1.598027767
611	1.597478122
612	1.596571504
613	1.596178176
614	1.595584576
615	1.594619422
616	1.594077687
617	1.592707604
618	1.59031634
619	1.589570114
620	1.588958828
621	1.58774948
622	1.587183611
623	1.586747074
624	1.586129609
625	1.583559213
626	1.583084304
627	1.582399029
628	1.581459394
629	1.580935665
630	1.580178695
631	1.579698905
632	1.57874042
633	1.578302065
634	1.577857793
635	1.574398828
636	1.573875786
637	1.573478415
638	1.572583921
639	1.571961035
640	1.571350654
641	1.570463037
642	1.569673451
643	1.569068804
644	1.568704391
645	1.568084656
646	1.567675767
647	1.567075934
648	1.566187708
649	1.565571789
650	1.564718408
651	1.564152679
652	1.563306582
653	1.562442409
654	1.562036679
655	1.561250917
656	1.560841127
657	1.560330066
658	1.559101724
659	1.558486304
660	1.55759459
661	1.556964724
662	1.556288876
663	1.555618548
664	1.555046362
665	1.554357634
666	1.553812394
667	1.553247059
668	1.552594287
669	1.552008445
670	1.551429138
671	1.550777395
672	1.550185426
673	1.549350972
674	1.548728894
675	1.548129484
676	1.547195211
677	1.546878654
678	1.545875287
679	1.54520395
680	1.544542026
681	1.543747029
682	1.543230608
683	1.54275872
684	1.54235109
685	1.541840595
686	1.541450887
687	1.540928473
688	1.540471839
689	1.538386921
690	1.537548584
691	1.536967068
692	1.536417861
693	1.535544252
694	1.535086826
695	1.534614655
696	1.534112795
697	1.533811797
698	1.533136982
699	1.532795418
700	1.531890378
701	1.531088011
702	1.530559564
703	1.529590118
704	1.528934793
705	1.528246945
706	1.527886208
707	1.527188461
708	1.526749985
709	1.525831524
710	1.524863914
711	1.524458818
712	1.523553923
713	1.523055496
714	1.521228439
715	1.520962732
716	1.520315404
717	1.519864253
718	1.519137485
719	1.518314543
720	1.517881492
721	1.517325106
722	1.516764298
723	1.514904794
724	1.51415304
725	1.513037722
726	1.512386098
727	1.511782194
728	1.511481009
729	1.510707429
730	1.509951873
731	1.509592511
732	1.508572862
733	1.507838183
734	1.507109741
735	1.50662286
736	1.506180585
737	1.505820731
738	1.505315796
739	1.504852661
740	1.504389598
741	1.503861381
742	1.503258895
743	1.502735287
744	1.502260293
745	1.501942308
746	1.501489522
747	1.50068506
748	1.500280237
749	1.499723323
750	1.497965449
751	1.497707466
752	1.497054397
753	1.496508619
754	1.495290355
755	1.49472465
756	1.494309746
757	1.493838114
758	1.493405258
759	1.49293122
760	1.492508395
761	1.492087778
762	1.491391139
763	1.490767921
764	1.49043598
765	1.490109156
766	1.489209037
767	1.488333462
768	1.487768429
769	1.487369425
770	1.486883815
771	1.486207071
772	1.485523296
773	1.484967712
774	1.484195875
775	1.483832612
776	1.483302141
777	1.482690019
778	1.48236221
779	1.482121322
780	1.481599596
781	1.480630846
782	1.480064803
783	1.479492794
784	1.47909707
785	1.478701541
786	1.478406284
787	1.478062044
788	1.477486496
789	1.47708347
790	1.476600714
791	1.476037797
792	1.475300976
793	1.474809216
794	1.474247056
795	1.473625136
796	1.473406357
797	1.472969089
798	1.472506111
799	1.471903687
800	1.471313008
801	1.470750707
802	1.47039468
803	1.469942828
804	1.469561746
805	1.469202115
806	1.46857743
807	1.468230581
808	1.467790808
809	1.466932616
810	1.466378187
811	1.465868941
812	1.46555886
813	1.464973843
814	1.464498264
815	1.463983857
816	1.463577623
817	1.463213745
818	1.462778907
819	1.462278528
820	1.461536177
821	1.461014719
822	1.45740819
823	1.457048358
824	1.45639557
825	1.455892315
826	1.455459831
827	1.455066115
828	1.454769741
829	1.454496146
830	1.454008385
831	1.453339357
832	1.452723723
833	1.452275975
834	1.448439976
835	1.447632544
836	1.447303668
837	1.446578994
838	1.446258936
839	1.445733891
840	1.445375375
841	1.44475749
842	1.444256783
843	1.443066235
844	1.441547545
845	1.441102699
846	1.440524841
847	1.439968978
848	1.4394811
849	1.439194287
850	1.43847656
851	1.437719335
852	1.43713543
853	1.436789867
854	1.436433363
855	1.436174243
856	1.435881064
857	1.435520971
858	1.434969081
859	1.434323442
860	1.433929752
861	1.433285071
862	1.432962828
863	1.43241527
864	1.431400369
865	1.431045545
866	1.430649746
867	1.430033387
868	1.429590201
869	1.429000803
870	1.428614219
871	1.428346635
872	1.427725095
873	1.426382183
874	1.425870363
875	1.425285581
876	1.424856008
877	1.424333987
878	1.423920329
879	1.423665431
880	1.42328323
881	1.422692618
882	1.422244997
883	1.421918183
884	1.421568446
885	1.420615718
886	1.420079468
887	1.419771165
888	1.419435001
889	1.418874099
890	1.418601226
891	1.41841915
892	1.418067948
893	1.417712537
894	1.417113087
895	1.416913156
896	1.416573302
897	1.41625831
898	1.415748149
899	1.415274172
900	1.41498715
901	1.414759838
902	1.414391314
903	1.413610809
904	1.413335012
905	1.412879393
906	1.412479381
907	1.411827873
908	1.411546787
909	1.410928626
910	1.410532892
911	1.409963284
912	1.409589913
913	1.409133234
914	1.408795403
915	1.408431379
916	1.408141641
917	1.407795524
918	1.407271823
919	1.406990926
920	1.406390429
921	1.405936707
922	1.4053906
923	1.404974469
924	1.404475476
925	1.404178786
926	1.403499441
927	1.402881048
928	1.402258332
929	1.401873546
930	1.401456556
931	1.40094639
932	1.400555369
933	1.400321069
934	1.400093059
935	1.399918118
936	1.399687194
937	1.399175222
938	1.398754987
939	1.397996123
940	1.397343731
941	1.396780185
942	1.39633589
943	1.396027928
944	1.395427081
945	1.394706349
946	1.394268234
947	1.394017668
948	1.393669779
949	1.393262437
950	1.392935089
951	1.392455345
952	1.391943692
953	1.391594338
954	1.391212346
955	1.39084663
956	1.390647707
957	1.390373738
958	1.389961927
959	1.388423967
960	1.387887933
961	1.386542279
962	1.3862142
963	1.385784182
964	1.38554822
965	1.384123886
966	1.383989602
967	1.383733316
968	1.38327314
969	1.383067454
970	1.382614674
971	1.382087588
972	1.381690377
973	1.381419402
974	1.381042515
975	1.379589459
976	1.379211033
977	1.378765024
978	1.378418922
979	1.378072275
980	1.377731419
981	1.377247223
982	1.375792993
983	1.375436145
984	1.374913373
985	1.374517786
986	1.374140921
987	1.373733581
988	1.373324332
989	1.372891085
990	1.372576437
991	1.372191195
992	1.371896569
993	1.371457268
994	1.371260514
995	1.370889463
996	1.370510883
997	1.370204599
998	1.369714832
999	1.3694363
1000	1.368991349
1001	1.368755176
1002	1.368430062
1003	1.36798719
1004	1.367591519
1005	1.367292244
1006	1.367013242
1007	1.366620208
1008	1.366361115
1009	1.363001591
1010	1.362611986
1011	1.362291942
1012	1.361892174
1013	1.361554713
1014	1.361109973
1015	1.360784518
1016	1.360311194
1017	1.359745792
1018	1.35936889
1019	1.358952516
1020	1.358684631
1021	1.358413967
1022	1.357882948
1023	1.357515167
1024	1.357157738
1025	1.356693992
1026	1.35363581
1027	1.353072647
1028	1.352593067
1029	1.352298611
1030	1.350864607
1031	1.350736719
1032	1.35032981
1033	1.350062898
1034	1.349847587
1035	1.349563882
1036	1.349368425
1037	1.348978216
1038	1.348632708
1039	1.348396723
1040	1.346440124
1041	1.34620722
1042	1.345994191
1043	1.345671384
1044	1.345390639
1045	1.344883058
1046	1.344584507
1047	1.344332014
1048	1.344141341
1049	1.34386081
1050	1.343515674
1051	1.342972675
1052	1.342600407
1053	1.342042997
1054	1.341714013
1055	1.341225683
1056	1.340992025
1057	1.34069355
1058	1.340439201
1059	1.340151787
1060	1.339864097
1061	1.339550761
1062	1.339054795
1063	1.338634719
1064	1.338473288
1065	1.338137325
1066	1.33789329
1067	1.337513004
1068	1.337059061
1069	1.336840483
1070	1.336590372
1071	1.33635884
1072	1.336066079
1073	1.33572624
1074	1.335287384
1075	1.335046213
1076	1.334568991
1077	1.334262175
1078	1.333734876
1079	1.332966311
1080	1.332718131
1081	1.332496079
1082	1.332344729
1083	1.3320645
1084	1.331593595
1085	1.331361828
1086	1.330883094
1087	1.330598272
1088	1.330225576
1089	1.329964634
1090	1.32967222
1091	1.329311014
1092	1.328889947
1093	1.328500443
1094	1.328156381
1095	1.327867379
1096	1.327628292
1097	1.32493889
1098	1.324630431
1099	1.324505183
1100	1.32420794
1101	1.323843058
1102	1.323648349
1103	1.323305522
1104	1.322948462
1105	1.322504167
1106	1.322214938
1107	1.322060748
1108	1.321792696
1109	1.321553487
1110	1.321232167
1111	1.320670376
1112	1.320424072
1113	1.320213337
1114	1.319786417
1115	1.319490507
1116	1.31916876
1117	1.318743033
1118	1.318546193
1119	1.318022538
1120	1.317814552
1121	1.317552046
1122	1.317187085
1123	1.316910008
1124	1.316671057
1125	1.316459349
1126	1.316067212
1127	1.315716729
1128	1.313667218
1129	1.313197314
1130	1.312798562
1131	1.312311457
1132	1.311814855
1133	1.311608394
1134	1.311143721
1135	1.310898483
1136	1.310689457
1137	1.31040041
1138	1.310136635
1139	1.309754704
1140	1.309433059
1141	1.308818405
1142	1.308400026
1143	1.308225504
1144	1.307806571
1145	1.30741226
1146	1.306857363
1147	1.306359078
1148	1.306129267
1149	1.305812177
1150	1.305372656
1151	1.305108471
1152	1.304783753
1153	1.304567336
1154	1.304288987
1155	1.303982417
1156	1.303742899
1157	1.303138552
1158	1.30291436
1159	1.302447946
1160	1.302059443
1161	1.301802234
1162	1.301265496
1163	1.300937687
1164	1.299275333
1165	1.298972334
1166	1.298750598
1167	1.298442618
1168	1.298142877
1169	1.297929893
1170	1.297734444
1171	1.297535839
1172	1.297293314
1173	1.29689702
1174	1.296556319
1175	1.296247158
1176	1.295693578
1177	1.295281205
1178	1.29497056
1179	1.294633349
1180	1.294352621
1181	1.294084415
1182	1.293670045
1183	1.293282522
1184	1.292991876
1185	1.292631185
1186	1.292428668
1187	1.291983723
1188	1.291672798
1189	1.291390819
1190	1.291143362
1191	1.290757612
1192	1.29036067
1193	1.289942045
1194	1.289582884
1195	1.289249437
1196	1.288721647
1197	1.288480635
1198	1.288185146
1199	1.287799576
1200	1.287566056
1201	1.287083491
1202	1.286699893
1203	1.286295355
1204	1.286001614
1205	1.285757971
1206	1.285568693
1207	1.285374665
1208	1.28505619
1209	1.284733231
1210	1.284411279
1211	1.283964702
1212	1.283709921
1213	1.283388049
1214	1.282872522
1215	1.282464773
1216	1.282153141
1217	1.281605415
1218	1.281347557
1219	1.281114621
1220	1.280844517
1221	1.280634608
1222	1.280385536
1223	1.280182587
1224	1.279988382
1225	1.279686429
1226	1.27940853
1227	1.279108343
1228	1.278817512
1229	1.278600619
1230	1.278361112
1231	1.277697069
1232	1.277465672
1233	1.27720508
1234	1.277029253
1235	1.27673107
1236	1.276502833
1237	1.276185567
1238	1.276003482
1239	1.275697985
1240	1.275410858
1241	1.27519287
1242	1.275012048
1243	1.274842139
1244	1.274657793
1245	1.274321529
1246	1.274005782
1247	1.273697471
1248	1.2732375
1249	1.272877995
1250	1.272667017
1251	1.272379387
1252	1.272091945
1253	1.271805374
1254	1.271550371
1255	1.271199985
1256	1.270887653
1257	1.270504941
1258	1.270263953
1259	1.269916515
1260	1.269743161
1261	1.269489282
1262	1.269320506
1263	1.268754195
1264	1.268396865
1265	1.268220876
1266	1.267795168
1267	1.267522549
1268	1.267235625
1269	1.266965152
1270	1.266630554
1271	1.265724203
1272	1.265342541
1273	1.26503593
1274	1.264798336
1275	1.264517264
1276	1.264105463
1277	1.263812396
1278	1.26355571
1279	1.263320595
1280	1.263149665
1281	1.262940095
1282	1.262756775
1283	1.262491259
1284	1.262273715
1285	1.262023298
1286	1.261832308
1287	1.261602964
1288	1.261224475
1289	1.261055366
1290	1.260764302
1291	1.260537783
1292	1.260074716
1293	1.259637265
1294	1.259209368
1295	1.258813066
1296	1.25853777
1297	1.258083143
1298	1.256863782
1299	1.256656875
1300	1.256503451
1301	1.256237656
1302	1.256054243
1303	1.255793617
1304	1.255522022
1305	1.255190342
1306	1.255041197
1307	1.254675786
1308	1.254327543
1309	1.254169545
1310	1.25396033
1311	1.253728001
1312	1.253465741
1313	1.252912778
1314	1.252400918
1315	1.252108104
1316	1.251604512
1317	1.251322617
1318	1.251093056
1319	1.250873999
1320	1.250345342
1321	1.250029937
1322	1.249671813
1323	1.24934821
1324	1.249124104
1325	1.248918352
1326	1.248698885
1327	1.248372418
1328	1.248229928
1329	1.247939492
1330	1.247654232
1331	1.247461757
1332	1.247152874
1333	1.246891606
1334	1.246611731
1335	1.246464961
1336	1.246168194
1337	1.245805847
1338	1.245541222
1339	1.245285204
1340	1.242872983
1341	1.242570085
1342	1.242372337
1343	1.242057481
1344	1.241821629
1345	1.241409884
1346	1.241164003
1347	1.239070424
1348	1.23889142
1349	1.238661003
1350	1.238415692
1351	1.238230504
1352	1.238054062
1353	1.237257231
1354	1.236990324
1355	1.23665498
1356	1.236397629
1357	1.236168084
1358	1.235876936
1359	1.235566139
1360	1.23543824
1361	1.235219687
1362	1.234958647
1363	1.234522969
1364	1.234288831
1365	1.233983914
1366	1.233474997
1367	1.233209629
1368	1.23280873
1369	1.231334053
1370	1.231106256
1371	1.230671959
1372	1.230307082
1373	1.230127415
1374	1.22966212
1375	1.229375253
1376	1.229081727
1377	1.228776974
1378	1.228470506
1379	1.228268735
1380	1.228055424
1381	1.227925734
1382	1.227676105
1383	1.227458407
1384	1.227319413
1385	1.227073542
1386	1.226656917
1387	1.226341615
1388	1.226128814
1389	1.225955545
1390	1.225698819
1391	1.225423975
1392	1.225195099
1393	1.225063346
1394	1.224760514
1395	1.224428095
1396	1.224202198
1397	1.223978978
1398	1.223677772
1399	1.223480379
1400	1.223239946
1401	1.223046964
1402	1.222768708
1403	1.222481745
1404	1.221409816
1405	1.221222306
1406	1.220981629
1407	1.220719642
1408	1.220548484
1409	1.220086574
1410	1.219761356
1411	1.219573703
1412	1.219180152
1413	1.218908485
1414	1.218590573
1415	1.218392895
1416	1.218198604
1417	1.217949381
1418	1.217765396
1419	1.217560054
1420	1.21729941
1421	1.217139864
1422	1.216900977
1423	1.216067013
1424	1.215820734
1425	1.215587574
1426	1.21501643
1427	1.214715791
1428	1.21448327
1429	1.214298382
1430	1.214054924
1431	1.213883386
1432	1.213691124
1433	1.213503977
1434	1.213374691
1435	1.213177674
1436	1.212987846
1437	1.212772088
1438	1.212593479
1439	1.212258275
1440	1.212095747
1441	1.211883504
1442	1.211295433
1443	1.211020936
1444	1.210794306
1445	1.210613425
1446	1.21031614
1447	1.210071673
1448	1.20986118
1449	1.209688752
1450	1.209610678
1451	1.209408772
1452	1.209106344
1453	1.208984376
1454	1.20872277
1455	1.208508965
1456	1.208275483
1457	1.208093437
1458	1.207719814
1459	1.207372626
1460	1.207230968
1461	1.207110035
1462	1.206775094
1463	1.20665266
1464	1.206485609
1465	1.206094793
1466	1.205801586
1467	1.205566795
1468	1.204489617
1469	1.204038224
1470	1.203924689
1471	1.203801807
1472	1.203686913
1473	1.203524237
1474	1.203357408
1475	1.203084305
1476	1.202532802
1477	1.202228733
1478	1.20197849
1479	1.201631209
1480	1.200967251
1481	1.200868466
1482	1.200657988
1483	1.200497713
1484	1.200213843
1485	1.199928625
1486	1.199548469
1487	1.198977658
1488	1.198784979
1489	1.196873775
1490	1.196708172
1491	1.196552413
1492	1.196100353
1493	1.195906585
1494	1.195698299
1495	1.19548562
1496	1.195240293
1497	1.195035837
1498	1.194844519
1499	1.194667748
1500	1.194525518
1501	1.194313958
1502	1.193947566
1503	1.193687627
1504	1.193329338
1505	1.193053782
1506	1.192810737
1507	1.192598931
1508	1.19243648
1509	1.192085898
1510	1.191909263
1511	1.191670011
1512	1.191497025
1513	1.191334135
1514	1.191090054
1515	1.190856122
1516	1.190766319
1517	1.190625395
1518	1.19041947
1519	1.18875104
1520	1.188604469
1521	1.188302956
1522	1.187906391
1523	1.187773587
1524	1.187558157
1525	1.187388512
1526	1.187184136
1527	1.186847442
1528	1.186577325
1529	1.186284845
1530	1.185968351
1531	1.185782704
1532	1.185564113
1533	1.185374212
1534	1.185168192
1535	1.184933571
1536	1.184610164
1537	1.184487215
1538	1.184316284
1539	1.184189055
1540	1.183094327
1541	1.182973009
1542	1.182779568
1543	1.182627679
1544	1.182307399
1545	1.182090712
1546	1.1818351
1547	1.181563858
1548	1.181433075
1549	1.181175178
1550	1.180966615
1551	1.180759056
1552	1.180606691
1553	1.180114414
1554	1.179975625
1555	1.179773943
1556	1.179638317
1557	1.179443521
1558	1.179243103
1559	1.178934595
1560	1.178774075
1561	1.178664793
1562	1.178516628
1563	1.178270291
1564	1.17814564
1565	1.177957259
1566	1.177692043
1567	1.17752457
1568	1.177244832
1569	1.177046624
1570	1.176798887
1571	1.175777326
1572	1.175428144
1573	1.175190629
1574	1.174772773
1575	1.174545969
1576	1.174403825
1577	1.174037026
1578	1.173828011
1579	1.173628324
1580	1.173471025
1581	1.173209132
1582	1.173034517
1583	1.172847816
1584	1.172529859
1585	1.172302671
1586	1.172021338
1587	1.171749863
1588	1.170925658
1589	1.170762373
1590	1.170514514
1591	1.170359003
1592	1.169928162
1593	1.169777029
1594	1.169522788
1595	1.169334926
1596	1.169164022
1597	1.168801774
1598	1.168618656
1599	1.168292975
1600	1.168056457
1601	1.167429017
1602	1.167043471
1603	1.166783485
1604	1.16660091
1605	1.166291449
1606	1.166130784
1607	1.165964038
1608	1.16562542
1609	1.165398208
1610	1.165225084
1611	1.165095264
1612	1.164788234
1613	1.164391569
1614	1.164243832
1615	1.164087667
1616	1.163966872
1617	1.163680658
1618	1.163365004
1619	1.16318726
1620	1.162873217
1621	1.162723521
1622	1.162460552
1623	1.162312719
1624	1.161993981
1625	1.161852403
1626	1.161502105
1627	1.161208797
1628	1.16068869
1629	1.16047739
1630	1.160228055
1631	1.160097344
1632	1.160019813
1633	1.1598018
1634	1.159640374
1635	1.159380701
1636	1.159219595
1637	1.158931534
1638	1.158647569
1639	1.158486044
1640	1.158263836
1641	1.158025725
1642	1.1578563
1643	1.157336016
1644	1.157121319
1645	1.15691627
1646	1.156732302
1647	1.156642442
1648	1.15636734
1649	1.156156878
1650	1.155908665
1651	1.155739881
1652	1.155563452
1653	1.155392446
1654	1.155163357
1655	1.154922807
1656	1.154662441
1657	1.154541518
1658	1.154285442
1659	1.154129223
1660	1.153914018
1661	1.153713569
1662	1.153577574
1663	1.153326685
